Timestamp dT0 sum(dT0) L0 L0hat int_weight n_AODVISstdn n_so4mass_a1 n_so4mass_a2 n_so4mass_a3 n_diamwet_a1 n_diamwet_a2 n_diamwet_a3 n_SAD_AERO 
2110 -0.13800181161821 -5.953518139246114 0.6570564889948467 0.8276190476190478 1 0.6570564889948467 5067961974.982543 -32648960.189165477 110465504786.44989 0.00020004539531867305 1.6821768176172473e-05 0.001316748777688081 0.0008408323109079615 
2111 -0.041567538323590725 -5.995085677569705 0.6585927575740356 0.8276190476190478 1 0.6585927575740356 5070676210.340822 -32700638.517732028 110774618013.17746 0.00020020566831680737 1.683475725389498e-05 0.0013167589515713626 0.0008425830160509564 
2112 0.04107156092391051 -5.954014116645794 0.662056656058835 0.8276190476190478 1 0.662056656058835 5076778694.93784 -32816902.58578978 111472108596.18901 0.00020056605377498227 1.6863999194116577e-05 0.0013167813266225196 0.0008465324430697507 
2113 0.0360289320656193 -5.917985184580175 0.6629242725486403 0.8276190476190478 1 0.6629242725486403 5078303445.8161545 -32845968.092295352 111646924010.44623 0.0002006561072965274 1.6871313782409427e-05 0.0013167868108774922 0.0008475221107654871 
2114 -0.02833900666229283 -5.946324191242468 0.6603284780777146 0.8276190476190478 1 0.6603284780777146 5073737106.912356 -32758941.61836339 111124033066.27751 0.00020038642433647288 1.6849417863089034e-05 0.0013167702601593447 0.0008445616786873724 
2115 0.17613995128886017 -5.770184239953608 0.6709858075364349 0.8276190476190478 1 0.6709858075364349 5092399510.8358345 -33114977.915779423 113273374451.60506 0.00020148879862136307 1.69390926604338e-05 0.0013168355602505653 0.0008567260575437885 
2116 0.1479225567468916 -5.622261683206716 0.6743375520781727 0.8276190476190478 1 0.6743375520781727 5098222749.411245 -33226268.940569412 113950734214.33772 0.00020183287757314904 1.696717547516625e-05 0.0013168547022131287 0.0008605572031982062 
2117 0.11860068637480481 -5.503660996831911 0.6768373589262489 0.8276190476190478 1 0.6768373589262489 5102551692.42464 -33309062.319563683 114456354298.24675 0.00020208869494065725 1.698808331022051e-05 0.001316868567520482 0.0008634162384915444 
2118 0.0676222199890617 -5.4360387768428495 0.6773033840271417 0.8276190476190478 1 0.6773033840271417 5103357382.566772 -33324477.28607106 114550654756.11096 0.00020213630994376887 1.6991977564471145e-05 0.0013168711143090952 0.0008639493908924818 
2119 0.05837917438623208 -5.3776596024566174 0.678679195633077 0.8276190476190478 1 0.678679195633077 5105733531.802669 -33369949.682768267 114829125209.46695 0.00020227674210551198 1.7003467928654747e-05 0.0013168785642582999 0.0008655236672425747 
2120 0.08146228690515045 -5.296197315551467 0.6816064668169509 0.8276190476190478 1 0.6816064668169509 5110777157.874909 -33466521.216923114 115421985962.4481 0.00020257485145946992 1.7027884124923038e-05 0.0013168940789160981 0.0008688746430656686 
2121 -0.03745652959810286 -5.33365384514957 0.677227957126113 0.8276190476190478 1 0.677227957126113 5103227008.633674 -33321982.76920637 114535391214.96057 0.00020212860498773923 1.6991347347222078e-05 0.0013168707029104724 0.0008638630959606557 
2122 -0.1585268170737777 -5.4921806622233476 0.6693992381987283 0.8276190476190478 1 0.6693992381987283 5089635410.734286 -33062184.4798445 112952972878.96211 0.00020132549303737427 1.6925779582466484e-05 0.0013168262735183687 0.0008549134635357689 
2123 0.11804504777336433 -5.374135614449983 0.6804485117521025 0.8276190476190478 1 0.6804485117521025 5108783977.6301565 -33428348.927732494 115187405351.46504 0.0002024570377921843 1.701823080094869e-05 0.0013168879958457215 0.0008675488475854343 
2124 -0.007807832167088691 -5.381943446617072 0.6767060118130913 0.8276190476190478 1 0.6767060118130913 5102324536.837188 -33304716.56072248 114429778429.17998 0.00020207527057915803 1.698698553481059e-05 0.0013168678475766844 0.0008632659808253472 
2125 -0.0025394808640726296 -5.3844829274811445 0.6767824201853817 0.8276190476190478 1 0.6767824201853817 5102456683.774038 -33307244.672806364 114445238249.33452 0.00020208308014345183 1.6987624152710634e-05 0.001316868266503415 0.0008633533895266765 
2126 0.03833030847363261 -5.346152619007512 0.6790000229240992 0.8276190476190478 1 0.6790000229240992 5106287108.008625 -33380545.71384092 114894078010.15935 0.00020230946005097685 1.700614601828254e-05 0.0013168802868600115 0.0008658908369693477 
2127 -0.08590310153533665 -5.432055720542849 0.6731162006008586 0.8276190476190478 1 0.6731162006008586 5096103330.255502 -33185752.756165233 113703832638.15475 0.00020170764124692513 1.6956948892474366e-05 0.001316847801071827 0.0008591608620643301 
2128 0.09149925668793912 -5.3405564638549095 0.6806454458183726 0.8276190476190478 1 0.6806454458183726 5109123138.898689 -33434843.583999556 115227295090.69579 0.0002024770846575147 1.7019873018645678e-05 0.0013168890353653486 0.0008677743048146657 
2129 0.14940759702426476 -5.191148866830645 0.6864502920644692 0.8276190476190478 1 0.6864502920644692 5119087290.820327 -33625790.3135481 116404102228.11205 0.00020306611252150214 1.706819267055239e-05 0.0013169187762652748 0.0008744238613801045 
2130 -0.051290315361768535 -5.242439182192413 0.6793946216875307 0.8276190476190478 1 0.6793946216875307 5106967704.515337 -33393574.205364022 114973974395.10703 0.0002023496858754869 1.7009439205532653e-05 0.0013168823980079392 0.0008663424664349855 
2131 -0.05050315252248083 -5.292942334714894 0.6780025739764013 0.8276190476190478 1 0.6780025739764013 5104565399.210447 -33347593.169176843 114692160107.32526 0.00020220770358105655 1.6997818174030892e-05 0.0013168749131717995 0.0008647493869149414 
