Timestamp dT0 sum(dT0) L0 L0hat int_weight n_AODVISstdn n_so4mass_a1 n_so4mass_a2 n_so4mass_a3 n_diamwet_a1 n_diamwet_a2 n_diamwet_a3 n_SAD_AERO 
2122 -0.05137040168057183 -3.6949246140047762 0.5863037395608102 0.6911999999999999 1 0.5863037395608102 4937436104.293516 -30187895.291435186 96387291379.27324 0.0001923508771679305 1.6209451844552066e-05 0.0013160625990633235 0.0007608235337948248 
2123 -0.03487975319291081 -3.729804367197687 0.5857888446290632 0.6911999999999999 1 0.5857888446290632 4936443793.67852 -30169366.78726231 96286008377.41103 0.00019229247802562076 1.620488886849968e-05 0.0013160556183414627 0.0007602458789492065 
2124 -0.16464428641717177 -3.894448653614859 0.5775453976791031 0.6911999999999999 1 0.5775453976791031 4920466869.697387 -29871422.727149572 94666855223.36324 0.00019135241418118267 1.613161215332528e-05 0.001315938830743569 0.0007510070474015599 
2125 0.06270586595707073 -3.831742787657788 0.5856669661923798 0.6911999999999999 1 0.5856669661923798 4936208812.312248 -30164979.59847798 96262036691.50203 0.0001922786491962393 1.620380854835184e-05 0.001316053960708487 0.0007601091549617483 
2126 -0.015180403673241472 -3.8469231913310296 0.5830610993398804 0.6911999999999999 1 0.5830610993398804 4931175882.247311 -30071049.930000562 95749735365.75034 0.00019198247751822648 1.6180688432401066e-05 0.0013160180322603916 0.0007571868004635496 
2127 0.1567454095321068 -3.6901777817989228 0.5922638935765291 0.6911999999999999 1 0.5922638935765291 4948875128.824085 -30401684.004296314 97560955891.60081 0.000193024190202804 1.6262152317926566e-05 0.0013161408460808832 0.000767515151481384 
2128 0.03641298146004601 -3.6537648003388767 0.5899141490713926 0.6911999999999999 1 0.5899141490713926 4944375768.684607 -30317550.043061476 97097970084.21092 0.00019275932958204918 1.6241401451343803e-05 0.0013161105524641676 0.0007648759388710201 
2129 -0.11421656694898275 -3.7679813672878595 0.5824984578413683 0.6911999999999999 1 0.5824984578413683 4930086984.897857 -30050737.12045594 95639181471.39682 0.00019191840446330526 1.6175690974898657e-05 0.0013160101513894056 0.0007565560569481059 
2130 0.09143077292679891 -3.6765505943610606 0.5908166449998407 0.6911999999999999 1 0.5908166449998407 4946105486.519758 -30349887.52192935 97275752203.53351 0.00019286114803665976 1.624937546889944e-05 0.0013161222718331609 0.0007658894463588593 
2131 -0.003971711383258025 -3.6805223057443186 0.5880341675204278 0.6911999999999999 1 0.5880341675204278 4940766205.667278 -30250095.292260412 96727804864.94727 0.00019254687007769713 1.6224774885523893e-05 0.0013160857982798236 0.0007627653847009782 
